user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
1053,Instagram,59,Female,United States,Urban,Lower-middle,Full-time employed,High school,Single,No,8.2,6.0,Good,Former,Rarely,9,2,28.6,131,74,8060,18.9,3,6,11,4.3,0,126.0,6,2,110,77,79,23,26,21,16,1,51,22,25,37,1010,1313,No,0.7,2021,2025-07-19,21.0,Mixed,Art,Public,No,Yes,4,Free,1.03
1054,Instagram,20,Male,Australia,Suburban,Middle,Student,High school,Single,No,16.5,7.9,Poor,Former,Rarely,1,5,23.3,129,93,7932,50.6,4,8,6,7.7,0,64.0,5,3,148,51,60,17,11,16,11,3,34,17,12,22,2662,5282,No,0.76,2016,2025-11-15,12.8,Live,Tech,Public,Yes,No,2,Free,1.58
1055,Instagram,52,Male,United States,Rural,Lower-middle,Full-time employed,Bachelor’s,Married,No,5.6,6.9,Excellent,No,Never,22,2,28.0,95,67,8143,32.7,2,6,12,0.3,3,157.0,6,6,130,96,103,32,17,28,16,7,83,43,27,38,796,685,No,0.55,2018,2025-09-30,26.2,Photos,Art,Friends only,Yes,Yes,0,Premium,1.17
1056,Instagram,61,Female,Germany,Suburban,Low,Retired,Some college,Single,No,5.0,6.4,Good,No,Never,16,4,30.9,159,74,8003,40.1,1,6,14,2.9,4,151.0,15,1,118,89,95,20,28,17,15,4,89,26,20,36,1908,1275,No,0.93,2018,2025-04-02,10.1,Photos,Other,Public,Yes,No,3,Free,0.91
1057,Instagram,56,Male,United States,Suburban,Middle,Unemployed,High school,Married,Yes,11.4,5.8,Very poor,No,Several times a week,19,7,24.1,131,76,7912,27.1,1,2,8,7.5,3,62.0,3,1,64,52,49,17,13,14,10,4,33,14,15,21,331,705,No,0.48,2013,2025-04-16,20.7,Mixed,Art,Public,Yes,No,3,Free,1.37
1058,Instagram,31,Female,Canada,Suburban,Lower-middle,Full-time employed,Bachelor’s,Single,Yes,8.1,4.5,Good,No,Rarely,26,3,21.9,105,91,8037,35.8,8,3,6,0.7,6,210.0,6,6,163,101,133,26,36,43,28,3,103,51,38,79,2762,2587,No,0.75,2012,2025-11-29,35.0,Mixed,Fitness,Private,Yes,Yes,1,Premium,0.96
1059,Instagram,54,Male,United States,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,No,8.7,5.0,Poor,Former,Weekly,5,10,27.4,113,86,8029,51.2,5,3,10,2.7,9,5.0,1,2,37,26,35,8,9,14,5,1,2,1,1,1,1640,733,No,0.12,2012,2025-12-19,5.0,Mixed,Tech,Private,Yes,Yes,2,Free,9.5
1060,Instagram,53,Female,United Kingdom,Rural,Middle,Student,Bachelor’s,Single,No,14.9,6.7,Poor,Former,Rarely,34,8,33.8,149,99,8067,28.4,2,2,16,4.1,1,255.0,8,6,198,131,143,40,33,39,28,6,148,30,58,55,539,480,No,0.38,2010,2025-10-10,31.9,Videos,Tech,Friends only,No,Yes,1,Free,0.94
1061,Instagram,49,Female,Japan,Urban,Low,Freelancer,Master’s,Married,No,14.7,7.0,Average,No,Several times a week,14,10,24.1,133,95,8146,38.1,1,2,6,5.5,4,72.0,3,6,77,61,59,10,13,22,16,1,40,17,17,14,4393,9100,No,0.83,2018,2025-01-06,24.0,Mixed,Art,Public,Yes,No,2,Free,1.33
1062,Instagram,18,Male,United Kingdom,Suburban,Lower-middle,Unemployed,High school,In a relationship,No,7.6,8.5,Good,Yes,Never,11,10,23.4,129,69,7829,34.7,2,5,6,2.3,1,106.0,4,11,177,85,67,24,26,23,9,2,44,21,14,38,1274,2384,No,0.48,2013,2025-09-10,26.5,Photos,Art,Public,Yes,No,3,Free,1.38
1063,Instagram,64,Male,South Korea,Rural,Lower-middle,Student,Bachelor’s,Married,Yes,7.0,8.0,Average,No,Rarely,17,1,31.2,146,61,7900,30.2,4,6,9,1.0,2,243.0,14,8,181,128,135,38,34,40,22,2,127,36,35,68,182,226,No,0.63,2022,2025-03-24,17.4,Stories,Travel,Public,No,No,3,Free,0.96
1064,Instagram,38,Female,United States,Urban,Lower-middle,Full-time employed,Bachelor’s,Single,No,8.5,8.0,Poor,No,Daily,29,5,25.7,111,75,8106,32.0,2,5,7,2.3,5,282.0,8,11,219,146,168,55,37,31,18,7,152,62,54,106,1437,2342,Yes,0.09,2016,2025-12-08,35.2,Live,Art,Public,Yes,No,1,Free,1.1
1065,Instagram,46,Female,Canada,Urban,High,Part-time,Other,Single,No,16.0,6.1,Excellent,Yes,Never,30,5,31.7,147,78,7969,50.8,2,6,14,2.9,7,183.0,14,7,137,114,119,24,21,31,20,6,99,36,32,58,585,699,No,0.17,2023,2025-05-23,13.1,Videos,Travel,Friends only,Yes,No,2,Premium,1.02
1066,Instagram,57,Female,Other,Suburban,Middle,Unemployed,Bachelor’s,In a relationship,Yes,6.7,5.7,Good,No,Never,34,9,27.5,138,87,7991,42.3,5,2,7,3.3,6,231.0,22,4,206,129,156,47,25,35,27,3,127,28,44,88,299,164,No,0.58,2014,2025-03-05,10.5,Reels,Fashion,Public,No,No,1,Free,1.13
1067,Instagram,18,Male,United Kingdom,Urban,Middle,Freelancer,Bachelor’s,In a relationship,No,6.4,6.5,Poor,No,Rarely,14,5,28.1,100,92,8032,42.5,5,4,12,2.4,4,167.0,7,7,212,98,140,31,22,29,12,6,89,40,40,54,933,522,No,0.27,2016,2025-10-10,23.9,Mixed,Music,Private,No,Yes,2,Free,1.33
1068,Instagram,49,Male,United States,Urban,Low,Full-time employed,Bachelor’s,Single,No,0.4,4.7,Good,Former,Weekly,2,7,27.0,143,78,7864,54.1,2,7,10,7.8,1,53.0,3,1,81,48,44,15,17,16,11,3,28,10,10,16,921,2234,No,0.59,2012,2025-06-25,17.7,Videos,Music,Public,Yes,No,3,Free,1.43
1069,Instagram,45,Non-binary,Germany,Rural,Lower-middle,Unemployed,Bachelor’s,In a relationship,No,6.8,6.6,Excellent,No,Weekly,38,4,25.0,133,75,8039,50.1,2,5,14,10.2,2,369.0,11,7,264,150,228,39,49,49,29,12,190,74,89,134,274,455,No,0.31,2012,2025-03-03,33.5,Stories,Tech,Friends only,Yes,Yes,4,Free,0.88
1070,Instagram,65,Female,Germany,Suburban,Upper-middle,Freelancer,High school,Single,No,3.7,6.6,Good,No,Several times a week,36,3,21.8,143,89,8023,52.6,3,4,8,4.1,1,360.0,17,3,241,150,196,64,53,62,34,11,153,60,72,90,1287,3028,Yes,0.83,2012,2025-12-12,21.2,Live,Music,Public,No,No,3,Free,0.92
1071,Instagram,34,Male,Brazil,Urban,Lower-middle,Student,High school,Married,Yes,9.5,4.6,Average,No,Never,36,10,26.1,142,66,7981,24.6,4,3,6,5.6,3,283.0,18,5,206,149,168,37,36,40,26,6,165,34,42,90,15590,10000,No,0.44,2022,2025-05-28,15.7,Videos,Food,Friends only,Yes,No,0,Free,0.9
1072,Instagram,33,Female,United States,Urban,Low,Full-time employed,High school,In a relationship,No,16.3,7.1,Average,No,Never,34,3,23.9,156,95,8135,40.3,3,7,8,3.9,2,364.0,31,9,239,150,224,61,47,57,40,4,177,84,86,88,2124,4102,No,0.58,2011,2025-02-07,11.7,Live,Fashion,Private,No,No,0,Free,1.02
1073,Instagram,18,Female,Brazil,Urban,Middle,Full-time employed,Some college,Married,No,8.9,6.3,Average,Yes,Weekly,13,10,30.1,105,94,8005,26.1,1,4,9,3.8,0,79.0,4,4,167,59,60,22,23,13,12,4,43,20,20,20,2471,1807,No,0.55,2017,2025-05-22,19.8,Stories,Food,Private,No,Yes,4,Free,1.45
1074,Instagram,18,Female,Brazil,Suburban,Lower-middle,Full-time employed,Some college,Married,No,8.6,7.0,Good,No,Never,14,6,17.3,99,61,8126,44.4,1,4,15,7.8,4,148.0,10,9,182,83,100,32,26,22,14,5,82,42,15,50,5977,7739,No,0.16,2022,2025-11-13,14.8,Live,Fitness,Public,Yes,Yes,5,Free,1.28
1075,Instagram,60,Non-binary,India,Suburban,Lower-middle,Student,Master’s,Married,No,8.4,6.9,Poor,Yes,Rarely,18,9,29.9,147,70,8006,49.7,1,4,9,2.6,4,149.0,18,3,139,97,86,41,22,27,18,6,84,20,27,42,516,793,No,0.13,2015,2025-06-30,8.3,Videos,Fashion,Public,No,Yes,2,Free,1.18
1076,Instagram,16,Female,United Kingdom,Urban,High,Full-time employed,Bachelor’s,Single,Yes,1.5,6.0,Good,No,Rarely,19,1,23.1,135,92,8010,42.5,2,5,12,4.3,3,268.0,11,14,265,121,150,44,32,33,28,4,142,77,35,91,751,553,No,0.26,2023,2025-08-14,24.4,Live,Other,Public,Yes,No,3,Free,1.04
1077,Instagram,42,Male,India,Suburban,Upper-middle,Student,Master’s,Single,Yes,4.5,5.0,Poor,Former,Never,21,5,28.1,111,78,8084,7.6,0,3,11,3.6,2,238.0,9,7,169,124,136,36,28,52,30,5,121,45,35,76,6719,7780,No,0.76,2015,2025-01-29,26.4,Live,Art,Public,No,Yes,0,Free,0.96
1078,Instagram,23,Female,Japan,Urban,High,Part-time,Bachelor’s,In a relationship,No,0.4,5.4,Very poor,No,Never,32,10,25.9,143,62,8060,43.9,0,2,12,5.4,6,209.0,15,4,250,146,126,35,26,36,18,4,100,29,49,56,1401,1244,No,0.1,2024,2025-10-07,13.9,Photos,Art,Friends only,Yes,No,2,Free,0.99
1079,Instagram,42,Female,Canada,Urban,Low,Part-time,Bachelor’s,Married,No,5.4,7.6,Good,Yes,Rarely,26,3,21.4,120,93,8097,38.0,4,6,7,2.1,1,214.0,10,4,148,100,127,35,28,27,26,5,104,31,27,60,656,937,No,0.45,2011,2025-01-19,21.4,Reels,Food,Public,Yes,No,1,Free,0.97
1080,Instagram,43,Male,India,Urban,Middle,Full-time employed,Bachelor’s,Divorced,Yes,10.4,6.8,Good,No,Weekly,9,5,28.8,96,98,7855,33.4,6,4,9,11.5,3,125.0,4,1,108,86,83,25,26,18,16,4,57,29,28,37,5095,5087,No,0.4,2025,2025-10-23,31.2,Videos,Food,Friends only,Yes,Yes,5,Free,1.08
1081,Instagram,36,Female,Other,Urban,Middle,Part-time,Some college,Widowed,No,15.6,8.1,Good,No,Never,32,3,20.1,141,64,7898,43.9,4,5,11,1.6,3,316.0,18,10,229,150,173,54,55,40,28,6,181,32,57,97,1079,2488,Yes,0.62,2024,2025-03-23,17.6,Live,Tech,Private,No,No,0,Free,0.98
1082,Instagram,21,Male,United States,Urban,Low,Student,Some college,Divorced,No,2.4,6.7,Poor,No,Rarely,16,8,17.3,137,80,8032,63.1,0,3,10,4.1,3,194.0,11,5,261,84,119,37,36,29,20,2,81,40,26,59,1176,1188,No,0.05,2011,2025-09-27,17.6,Stories,Fashion,Friends only,No,No,4,Free,1.07
1083,Instagram,15,Male,Japan,Urban,Lower-middle,Student,Bachelor’s,In a relationship,Yes,11.5,6.2,Average,No,Daily,39,7,24.6,143,86,7973,33.7,0,6,8,8.5,8,411.0,15,12,300,150,259,68,58,66,44,6,208,60,64,106,11531,10000,No,0.29,2014,2025-09-25,27.4,Stories,Fitness,Private,No,Yes,4,Free,1.05
1084,Instagram,63,Female,India,Urban,Low,Full-time employed,Other,Single,Yes,1.7,5.9,Poor,No,Several times a week,15,6,27.1,130,60,7966,55.2,3,4,13,0.4,2,40.0,1,1,70,53,40,17,17,10,7,2,22,5,6,12,1169,1184,Yes,0.58,2013,2025-12-07,40.0,Photos,Food,Private,Yes,No,1,Free,1.88
1085,Instagram,43,Female,India,Urban,Middle,Full-time employed,High school,In a relationship,No,12.1,7.1,Poor,Yes,Rarely,33,9,17.6,115,79,7975,40.1,4,4,8,1.7,1,279.0,11,5,208,146,156,51,45,37,23,5,116,76,38,106,911,2243,Yes,0.93,2016,2025-07-27,25.4,Photos,Fashion,Public,Yes,No,1,Free,0.98
1086,Instagram,52,Female,United States,Urban,Low,Student,Bachelor’s,Single,No,11.8,4.9,Average,No,Daily,28,4,20.4,148,74,7920,49.5,3,3,9,0.2,2,231.0,7,5,197,126,136,41,30,25,27,4,115,60,34,56,11021,8433,No,0.9,2015,2025-12-21,33.0,Live,Travel,Private,Yes,No,1,Free,1.0
1087,Instagram,49,Male,India,Suburban,Middle,Freelancer,PhD,Single,No,0.6,7.3,Poor,No,Weekly,20,8,19.0,102,80,8169,35.2,2,4,13,7.1,2,163.0,8,2,151,102,120,32,22,25,19,3,97,30,18,46,140,184,No,0.36,2012,2025-07-03,20.4,Live,Travel,Friends only,Yes,No,1,Premium,1.16
1088,Instagram,48,Male,United States,Suburban,Low,Part-time,Bachelor’s,Single,No,7.5,8.0,Average,Yes,Never,29,10,27.3,159,92,8025,32.9,3,3,11,8.1,6,231.0,10,8,169,124,151,43,34,35,21,5,99,67,45,89,2808,3595,No,0.12,2022,2026-01-01,23.1,Stories,Fashion,Private,Yes,No,3,Premium,1.12
1089,Instagram,36,Male,United States,Suburban,Lower-middle,Retired,Some college,In a relationship,No,10.1,7.2,Average,No,Never,21,9,25.1,119,84,7984,30.8,2,3,6,5.2,3,169.0,7,6,120,92,112,24,27,30,13,9,76,30,37,66,959,856,No,0.75,2014,2025-10-07,24.1,Videos,Art,Friends only,Yes,No,3,Free,1.05
1090,Instagram,43,Female,United States,Urban,Lower-middle,Full-time employed,High school,In a relationship,No,8.7,6.6,Excellent,Former,Never,25,9,21.2,118,73,8079,48.0,3,2,12,2.1,4,200.0,6,2,172,108,139,38,33,30,22,1,105,32,31,56,210,159,Yes,0.71,2019,2025-09-03,33.3,Mixed,Tech,Public,No,Yes,1,Free,1.1
1091,Instagram,18,Male,Japan,Rural,Middle,Freelancer,Bachelor’s,In a relationship,No,10.2,8.1,Average,Former,Never,26,4,23.5,131,93,7990,38.0,4,3,13,3.8,1,220.0,6,15,250,122,144,35,29,39,26,4,104,34,54,76,6244,9049,No,0.69,2016,2025-02-07,36.7,Reels,Fashion,Friends only,Yes,Yes,3,Free,1.17
1092,Instagram,14,Female,Brazil,Urban,Low,Student,Bachelor’s,Single,No,11.2,6.8,Poor,No,Rarely,13,10,22.5,154,79,7947,40.8,5,5,12,0.5,2,26.0,1,7,128,55,43,5,11,9,10,4,12,3,6,7,1461,3327,Yes,0.69,2018,2025-12-03,26.0,Stories,Food,Public,Yes,Yes,1,Premium,2.74
1093,Instagram,32,Female,Other,Urban,Low,Full-time employed,Bachelor’s,Single,No,3.4,5.1,Average,No,Weekly,32,4,20.8,155,65,8052,43.1,3,1,10,2.4,2,318.0,9,10,228,150,179,45,41,48,39,12,171,33,50,117,210,263,No,0.28,2022,2025-10-19,35.3,Reels,Other,Private,Yes,Yes,5,Business,0.94
1094,Instagram,40,Female,India,Urban,Middle,Full-time employed,High school,Single,Yes,8.5,6.0,Average,No,Weekly,36,9,29.8,106,98,7999,25.6,2,2,14,2.4,1,249.0,15,7,202,124,165,49,42,39,37,5,120,49,41,99,829,1702,No,0.54,2021,2025-08-24,16.6,Stories,Fitness,Public,No,No,1,Free,1.14
1095,Instagram,23,Female,United Kingdom,Suburban,Middle,Full-time employed,Some college,Single,No,14.2,8.7,Average,No,Daily,40,6,28.7,101,85,8039,52.1,1,7,13,3.4,3,335.0,17,6,300,150,175,56,53,48,41,7,192,65,83,119,206,226,No,0.01,2021,2025-01-28,19.7,Mixed,Tech,Friends only,No,No,5,Free,0.91
1096,Instagram,16,Female,Other,Urban,Low,Full-time employed,Bachelor’s,Single,Yes,5.8,8.0,Very poor,No,Several times a week,10,6,20.5,105,75,7960,37.4,3,3,8,2.8,5,114.0,7,9,172,87,90,17,21,16,12,4,50,28,26,33,3086,5674,Yes,0.86,2020,2025-08-06,16.3,Stories,Travel,Public,Yes,No,5,Premium,1.31
1097,Instagram,27,Non-binary,United States,Urban,Lower-middle,Full-time employed,Some college,Married,No,8.7,6.9,Average,No,Rarely,4,7,22.9,129,66,7945,34.8,3,8,16,5.3,5,68.0,5,2,159,67,68,16,22,15,8,3,37,15,11,25,1185,555,No,0.44,2011,2025-10-29,13.6,Reels,Travel,Private,Yes,Yes,3,Free,1.54
1098,Instagram,18,Non-binary,Brazil,Suburban,Middle,Full-time employed,High school,Divorced,No,2.5,6.4,Good,No,Weekly,10,4,19.6,104,85,7875,28.2,3,3,10,2.8,2,163.0,14,12,216,107,96,38,28,38,16,2,96,30,24,35,420,313,No,0.11,2013,2025-01-04,11.6,Mixed,Tech,Private,Yes,No,0,Free,1.27
1099,Instagram,61,Male,United States,Urban,Lower-middle,Retired,Master’s,In a relationship,No,0.9,5.8,Poor,No,Rarely,4,2,25.9,145,81,8002,44.1,1,2,12,2.8,4,119.0,4,1,105,84,82,26,18,17,16,6,60,24,27,26,7903,10000,No,0.91,2024,2025-12-27,29.8,Mixed,Travel,Friends only,Yes,Yes,0,Premium,1.14
1100,Instagram,42,Female,Other,Urban,Low,Student,Some college,Single,No,10.3,8.3,Poor,No,Never,32,4,24.3,137,95,8037,63.9,4,5,15,1.2,3,295.0,10,11,217,150,178,49,40,46,18,11,163,86,31,116,809,1045,No,0.63,2019,2025-12-30,29.5,Mixed,Tech,Private,No,Yes,5,Business,1.04
1101,Instagram,50,Female,United Kingdom,Urban,Lower-middle,Full-time employed,PhD,In a relationship,Yes,2.6,8.3,Very poor,No,Daily,34,1,19.9,90,75,7944,39.3,2,3,8,4.4,3,280.0,11,7,179,150,161,52,44,37,27,8,139,71,50,110,2666,3129,No,0.66,2025,2025-07-05,25.5,Photos,Tech,Friends only,No,Yes,4,Premium,1.02
1102,Instagram,63,Male,United States,Rural,High,Full-time employed,Bachelor’s,Widowed,Yes,8.4,7.9,Average,No,Rarely,16,7,27.1,149,80,8058,36.0,4,3,14,4.0,3,56.0,2,3,68,61,58,19,13,12,8,8,33,10,8,16,1430,1694,No,0.71,2015,2025-03-17,28.0,Videos,Art,Private,Yes,No,0,Premium,1.84
1103,Instagram,14,Male,Other,Urban,Middle,Full-time employed,Bachelor’s,Married,No,11.2,6.8,Good,Yes,Rarely,6,6,23.5,137,95,8052,47.7,3,4,7,3.2,3,127.0,7,8,175,88,88,29,14,24,16,4,76,18,31,35,1907,2316,Yes,0.53,2011,2025-11-01,18.1,Videos,Fashion,Friends only,No,No,2,Free,1.33
1104,Instagram,27,Female,Brazil,Urban,Middle,Full-time employed,Some college,Single,No,9.0,6.0,Average,No,Rarely,12,3,18.5,141,95,7978,40.2,4,3,9,4.8,5,160.0,6,4,204,101,121,34,25,24,15,8,93,46,23,61,63,145,No,0.83,2016,2025-06-04,26.7,Mixed,Travel,Private,No,Yes,2,Free,1.25
1105,Instagram,23,Male,India,Urban,High,Part-time,Bachelor’s,Divorced,Yes,5.1,8.0,Average,No,Rarely,28,9,28.0,129,96,7952,43.5,3,3,14,3.8,7,225.0,12,14,234,135,139,37,29,30,21,6,121,55,39,83,547,1199,No,0.12,2010,2025-05-13,18.8,Mixed,Other,Public,No,Yes,4,Free,1.13
1106,Instagram,20,Non-binary,Australia,Rural,Upper-middle,Full-time employed,Master’s,Married,No,6.5,8.3,Good,No,Weekly,19,5,25.2,154,74,7917,48.4,4,8,9,3.2,1,247.0,10,9,260,115,145,41,35,36,28,9,104,72,55,89,682,330,Yes,0.33,2023,2025-05-29,24.7,Photos,Travel,Public,Yes,No,0,Free,1.02
1107,Instagram,38,Male,India,Urban,Lower-middle,Full-time employed,Some college,Divorced,Yes,5.9,7.8,Poor,No,Never,6,4,25.7,93,85,7939,28.3,4,4,12,4.2,5,124.0,4,2,111,77,92,16,21,19,17,3,72,16,24,28,1126,2398,No,0.63,2021,2025-09-30,31.0,Videos,Music,Private,Yes,Yes,3,Free,1.04
1108,Instagram,63,Female,United States,Urban,Upper-middle,Part-time,High school,Single,No,18.8,7.8,Average,No,Never,20,4,27.4,119,65,7983,36.7,4,1,16,4.3,3,160.0,5,3,134,91,120,26,25,32,12,7,90,43,38,45,250,259,Yes,0.29,2021,2025-09-09,32.0,Mixed,Travel,Friends only,Yes,No,2,Free,1.12
1109,Instagram,57,Female,Brazil,Suburban,Lower-middle,Part-time,Some college,Married,No,9.7,9.3,Poor,Former,Rarely,17,4,29.6,146,75,7987,48.3,4,3,7,1.8,2,68.0,4,2,55,62,57,19,19,18,9,1,29,12,7,25,1315,1963,Yes,0.91,2024,2025-06-11,17.0,Videos,Food,Friends only,Yes,Yes,2,Free,1.46
1110,Instagram,56,Male,India,Urban,Low,Full-time employed,Bachelor’s,Divorced,No,12.3,5.5,Good,Yes,Several times a week,22,2,18.9,153,67,8011,36.9,4,1,18,4.6,6,180.0,18,1,131,115,146,34,35,35,18,4,80,52,29,52,1931,4749,No,0.95,2022,2025-09-02,10.0,Videos,Tech,Friends only,Yes,Yes,2,Free,1.2
1111,Instagram,17,Non-binary,United Kingdom,Suburban,Lower-middle,Full-time employed,High school,Single,No,4.2,7.9,Average,No,Rarely,27,4,31.6,130,88,8037,32.7,3,3,8,9.4,3,310.0,17,17,300,140,140,39,38,55,27,5,158,64,39,119,3509,4392,No,0.31,2020,2025-07-04,18.2,Stories,Fashion,Public,Yes,No,1,Free,0.86
1112,Instagram,18,Male,Canada,Urban,Middle,Student,Master’s,In a relationship,No,3.6,6.2,Average,No,Never,20,7,21.0,149,97,8067,52.1,4,6,8,3.8,2,247.0,14,10,275,134,172,52,44,34,24,2,107,28,30,77,34,44,No,0.68,2025,2025-08-26,17.6,Live,Food,Public,No,No,2,Premium,1.23
1113,Instagram,38,Female,Other,Suburban,Lower-middle,Full-time employed,Bachelor’s,Single,Yes,2.2,6.1,Excellent,No,Several times a week,29,7,28.5,108,98,8082,21.8,3,7,9,2.9,1,212.0,7,9,166,118,136,28,36,35,28,6,95,23,38,70,5529,2588,Yes,0.44,2012,2025-09-05,30.3,Mixed,Fashion,Private,No,Yes,5,Free,1.03
1114,Instagram,16,Female,United Kingdom,Urban,Middle,Full-time employed,Some college,In a relationship,No,7.2,7.7,Good,No,Rarely,3,10,25.7,98,88,8049,33.2,6,5,9,2.7,1,17.0,1,10,139,39,44,10,9,10,6,0,8,4,3,5,223,438,No,0.73,2019,2025-09-25,17.0,Photos,Other,Public,No,No,2,Free,5.22
1115,Instagram,31,Male,United States,Rural,Middle,Full-time employed,Bachelor’s,Single,Yes,15.2,6.0,Very poor,No,Weekly,22,3,23.5,103,64,8007,23.9,4,5,5,6.8,3,243.0,8,12,187,122,147,41,36,30,19,2,119,54,28,64,567,928,No,0.81,2011,2025-01-03,30.4,Reels,Fashion,Private,No,No,4,Free,1.09
1116,Instagram,32,Non-binary,United States,Urban,Low,Freelancer,PhD,Single,No,3.9,7.7,Very poor,No,Several times a week,38,6,17.4,154,74,7993,32.9,5,5,14,3.1,2,292.0,29,6,197,130,167,45,44,47,30,3,152,78,33,74,1075,1612,No,0.02,2015,2025-09-07,10.1,Photos,Travel,Private,No,No,0,Free,0.94
1117,Instagram,45,Female,Brazil,Urban,Lower-middle,Full-time employed,High school,In a relationship,No,8.5,7.8,Poor,Yes,Rarely,26,4,21.8,93,75,8107,35.8,7,4,8,2.9,2,313.0,16,9,209,150,188,64,38,47,35,5,153,58,62,63,922,769,Yes,0.39,2022,2025-01-15,19.6,Mixed,Art,Friends only,No,No,1,Free,1.09
1118,Instagram,32,Female,United States,Suburban,Middle,Unemployed,Other,Single,No,5.4,6.9,Excellent,No,Weekly,22,8,24.5,103,73,7932,52.1,1,5,13,1.0,5,170.0,11,5,136,74,122,29,38,32,17,3,75,25,40,50,173,385,No,0.19,2012,2025-08-06,15.5,Live,Music,Private,Yes,No,0,Premium,1.14
1119,Instagram,61,Female,Australia,Suburban,Middle,Part-time,Some college,In a relationship,No,9.9,7.1,Good,Former,Several times a week,15,2,25.2,143,62,7929,46.5,2,5,13,6.0,5,201.0,14,4,160,106,120,27,19,28,22,7,106,44,31,45,605,1377,No,0.79,2012,2025-05-23,14.4,Live,Fitness,Friends only,No,No,2,Free,0.92
1120,Instagram,24,Female,Brazil,Urban,Upper-middle,Freelancer,High school,In a relationship,Yes,2.1,5.7,Excellent,Yes,Rarely,31,3,23.6,111,87,7943,32.3,3,3,4,4.6,4,285.0,10,13,300,136,160,53,37,60,31,8,142,82,60,112,229,516,No,0.81,2022,2025-05-27,28.5,Mixed,Fashion,Public,No,Yes,0,Premium,1.07
1121,Instagram,59,Female,Canada,Urban,Lower-middle,Full-time employed,High school,Widowed,No,2.0,6.0,Good,No,Never,7,10,24.3,156,81,7956,40.1,4,6,11,4.4,3,5.0,1,6,38,23,36,10,17,7,9,0,2,1,1,1,146,213,No,0.97,2023,2025-07-23,5.0,Photos,Travel,Private,No,No,2,Free,12.33
1122,Instagram,13,Male,Germany,Urban,Middle,Student,Bachelor’s,Single,No,2.2,8.2,Good,Yes,Weekly,27,5,30.2,134,94,8207,58.5,4,5,12,4.1,1,234.0,24,15,253,138,165,48,47,37,35,4,133,26,24,72,1321,1579,No,0.58,2013,2025-08-13,9.8,Photos,Tech,Private,No,No,4,Premium,1.3
1123,Instagram,38,Female,United States,Urban,Lower-middle,Full-time employed,High school,Single,No,7.7,8.2,Poor,No,Rarely,25,6,17.3,148,88,8177,54.8,3,2,12,4.2,3,209.0,12,7,167,118,124,33,34,39,27,11,120,55,37,66,827,930,No,0.0,2023,2025-12-09,17.4,Videos,Other,Friends only,Yes,No,3,Free,1.0
1124,Instagram,26,Female,United States,Suburban,Middle,Unemployed,Bachelor’s,Divorced,No,6.3,6.7,Average,No,Rarely,37,1,19.0,142,69,8041,43.9,4,2,7,6.7,4,407.0,19,9,300,150,221,57,43,61,30,12,166,72,43,150,4617,8585,Yes,0.3,2010,2025-07-07,21.4,Reels,Other,Private,No,Yes,1,Free,0.89
1125,Instagram,50,Male,United States,Suburban,Lower-middle,Student,Bachelor’s,Married,No,8.9,8.2,Very poor,No,Rarely,8,1,26.8,115,77,8197,26.9,2,9,14,10.2,5,86.0,10,3,92,73,78,15,21,19,7,4,42,17,17,18,299,584,No,0.4,2024,2025-08-28,8.6,Videos,Music,Private,Yes,No,3,Free,1.34
1126,Instagram,49,Male,United States,Suburban,Middle,Freelancer,High school,In a relationship,No,1.3,7.1,Average,No,Weekly,25,3,28.0,122,88,8127,50.9,3,8,13,0.9,2,314.0,26,6,228,139,187,46,60,44,28,6,187,50,78,91,11408,10000,No,0.29,2014,2025-07-27,12.1,Live,Fitness,Private,No,No,0,Premium,0.94
1127,Instagram,23,Non-binary,Japan,Urban,Middle,Freelancer,High school,Married,Yes,2.9,5.9,Good,No,Rarely,10,1,25.4,157,64,7986,39.6,3,0,7,0.7,1,154.0,5,7,207,87,89,33,24,21,14,1,64,21,29,55,269,111,No,0.84,2010,2025-12-28,30.8,Videos,Other,Friends only,No,No,0,Free,1.14
1128,Instagram,48,Female,Australia,Suburban,High,Student,Other,Married,No,4.1,7.7,Poor,No,Never,31,10,28.7,104,73,7905,36.1,2,4,8,3.6,3,173.0,6,4,134,97,114,33,24,22,18,5,89,43,42,49,2571,1079,No,0.74,2023,2025-12-11,28.8,Mixed,Travel,Private,No,No,1,Free,1.1
